,text,id,createdate,source,likes,retweets,followers,sentiment
65,re last tweet worry u chemical lobby threat regard canada plastic waste management regulation,1336340167527960576,2020-12-08 16:01:38,Twitter Web App,2,0,3329,negative
66,i no room waste space bitch if presence hold no purpose stay bubble thank management,1336339924656635905,2020-12-08 16:00:40,Twitter Web App,1,0,283,negative
67,our ocean risk drown plastic waste how stop integrate waste management within,1336339669060001797,2020-12-08 15:59:39,Twitter Web App,1,1,58377,negative
68,much need solid waste management chahiye every tourist place,1336339540185808897,2020-12-08 15:59:09,Twitter for Android,0,0,124,neutral
69,in addition lifeecodigestion2 0 also help improvement renewable energy management organic,1336339105483902976,2020-12-08 15:57:25,Twitter for iPhone,1,0,7,neutral
70,well loss i enjoy like waste resource and i study human resource management,1336338640876654596,2020-12-08 15:55:34,Twitter for iPhone,1,1,1030,positive
71,i tired people say one thing whole don waste time stick say thanks management,1336337965585330176,2020-12-08 15:52:53,Twitter for iPhone,0,0,26,negative
72,mcc waste management crisis,1336336722771120132,2020-12-08 15:47:57,WordPress.com,0,0,178,negative
73,literally bad waste management company specifically gfl they take money their wor,1336335314772606977,2020-12-08 15:42:21,Twitter for iPhone,1,0,1934,negative
74,canada proud team implement solution chile waste,1336332914586386438,2020-12-08 15:32:49,Twitter for iPad,4,0,127,positive
75,from consultation completion compliance management recycle life dispose recycle waste,1336332298761859072,2020-12-08 15:30:22,MeetEdgar,1,0,5553,negative
76,yes open winter winter hour monday saturday 7 5 pm,1336332242935664642,2020-12-08 15:30:09,HeyOrca,1,0,4,neutral
77,one practical way contribute environmentalmanagement upper tier license waste carrier categorisin,1336330987626643481,2020-12-08 15:25:09,Hootsuite Inc.,3,1,574,negative
78,luter,1336330750522617862,2020-12-08 15:24:13,Twitter Web App,0,0,327,neutral
79,ptcmoradabad regularly monitor horticulture waste management plant setup pocket f kanshiram nagar moradab,1336330715630194688,2020-12-08 15:24:05,Twitter for Android,3,3,355,negative
80,ptcmoradabad regularly monitor horticulture waste management plant setup pocket f kanshiram nagar moradab,1336330055027281923,2020-12-08 15:21:27,Twitter for Android,4,1,998,negative
81,canada amp quebec announce 687 million project create hundred job quebec constructio,1336329752840290307,2020-12-08 15:20:15,Twitter for Android,0,0,288,neutral
82,for waste management complaint inquiries please call lawma toll free number 07080601020 617 lawma,1336329591674208259,2020-12-08 15:19:37,Twitter Web App,0,0,8755,negative
83,waste management,1336329153147142147,2020-12-08 15:17:52,Twitter for iPhone,1,0,671,negative
84,the lawma bos also urge resident explore diverse economic opportunity available waste management,1336329139314253829,2020-12-08 15:17:49,Twitter Web App,0,0,8755,positive
85,on need leverage power education behavioural change say lawma academy set,1336328733410566144,2020-12-08 15:16:12,Twitter Web App,0,0,8755,neutral
86,maniar 2 2 when happens often due waste management company not make nece,1336328326831460355,2020-12-08 15:14:35,Twitter Web App,0,0,43,negative
87,we owe environment duty keep clean odumboni the manage director ceo lagos waste management au,1336327854053703685,2020-12-08 15:12:42,Twitter Web App,11,5,8755,positive
88,our final stop egypt we beyond grateful join 90 egyptian business program operating,1336326443270213638,2020-12-08 15:07:06,Twitter Web App,0,0,2215,neutral
89,hope anyone get elect tomorrow gon na focus management waste environment making,1336324824243683328,2020-12-08 15:00:40,Twitter for iPad,1,0,280,positive
90,durhamregion resident january 6 apply become member energy from waste waste management adv,1336324749555712001,2020-12-08 15:00:22,Sprout Social,0,1,26564,negative
91,don miss raymond linkedin live episode tomorrow explore raymond lean management help improve employee,1336322884080263169,2020-12-08 14:52:57,Twitter Web App,0,0,620,positive
92,most american option recycle bin take end driveway i,1336321510747750402,2020-12-08 14:47:30,Twitter for iPhone,0,0,116,neutral
93,i specialize waste management i mean i waste well manage money,1336321018143662081,2020-12-08 14:45:33,Twitter for iPhone,2,0,2,negative
94,the data use compilation regional gdp obtain 15 sector include follow agricu,1336320771782799361,2020-12-08 14:44:34,Twitter for Android,5,1,108730,neutral
95,hb 753 relate municipal solid waste management service contract limit amount fee txlege,1336319636200157184,2020-12-08 14:40:03,TX Lege Bills - 86th Session,2,0,6049,negative
96,today announce investment cellulosic biofuel plant varennes first plant qc turn non r,1336318531688919042,2020-12-08 14:35:40,Hootsuite Inc.,2,2,41139,positive
97,80th anniversary of hunkeler systeme new logo proven value this year swiss company celebrate three big da,1336318347684638723,2020-12-08 14:34:56,Twitter for Android,0,0,167,positive
98,buildingnewindia govt launch several solid waste management project nationalinfrastructurepipeline,1336317106246348801,2020-12-08 14:30:00,Twitter Web App,0,0,27363,negative
99,ecolab ups walgreens boots alliance walmart waste management o maiores investimentos de bill gate,1336317043134492672,2020-12-08 14:29:45,Twitter for Android,2,0,91,negative
100,ecolab ups walgreens boots alliance walmart waste management o maiores investimentos de bill gate,1336317043134492672,2020-12-08 14:29:45,Twitter for Android,2,0,91,negative
101,set waste management plant,1336317022964092932,2020-12-08 14:29:40,Twitter Web App,1,0,188,negative
102,would like see waste management plan,1336314563780743173,2020-12-08 14:19:54,Twitter for iPhone,3,1,2189,negative
103,the batch 3 intern erudites touch class watch space awesome idea would creatin,1336314139355062274,2020-12-08 14:18:12,Twitter for Android,1,0,98,positive
104,buy today amcs vehicle technology amcs vehicle technology advance technology dramatically improve bi,1336314121407451138,2020-12-08 14:18:08,dlvr.it,0,0,107,neutral
105,commission give portugal two month adopt national radioactive waste management plan p,1336314074750218240,2020-12-08 14:17:57,TweetDeck,1,0,6169,negative
106,christmas mean veg peeling amp leftover usual hygienic amp eco friendly turbo elite waste disposal u,1336313412599635971,2020-12-08 14:15:19,Hootsuite Inc.,0,0,8583,negative
107,sethicorruptionexposed the pm khan confident would best way solve municipal pro,1336312857756045313,2020-12-08 14:13:07,Twitter Web App,2,15,814,positive
108,kenya kariokor mkt burma mkt we need address societal issue waste collection,1336312569879998467,2020-12-08 14:11:58,Twitter for iPhone,6,2,62612,negative
109,local body waste management ke sath wastewater garbage drain unhealthy stuationko,1336311966957113345,2020-12-08 14:09:35,Twitter for Android,0,0,0,negative
110,the real housefly delhi episode 1 via housefly always lookout,1336311424658923529,2020-12-08 14:07:25,Twitter for iPad,0,0,324,positive
111,a new circular approach waste management develop partner showcase data support inform dec,1336310565623492614,2020-12-08 14:04:00,Sprinklr,3,1,20503,negative
112,contact u plant design construction waste management,1336310357057556482,2020-12-08 14:03:11,Twitter for Android,4,0,35,negative
113,the team create 2010 tianmen mountain management deal waste accumulate side,1336310040521687040,2020-12-08 14:01:55,Twitter Web App,1,1,164394,negative
114,gfl environmental inc tsx gfl cibc world market analyst kevin chiang raise target price,1336309043699326977,2020-12-08 13:57:58,Twitter for Android,1,0,870,neutral
115,our potential thermo chemical process convert waste biomass renewable electricity the process,1336308437320396818,2020-12-08 13:55:33,Twitter for Android,1,0,996,negative
116,many thanks waste management partner covid securely drop seasonal gift,1336307924877127680,2020-12-08 13:53:31,Hootsuite Inc.,7,0,21127,positive
117,don miss opportunity e connect listen expert explain share important concept,1336307881277157377,2020-12-08 13:53:20,Twitter Web App,0,0,472,positive
118,ptcrampur regularly monitor horticulture waste management plant setup ambedkar park rampur last week t,1336307122238148608,2020-12-08 13:50:19,Twitter for Android,6,4,355,negative
119,update the cup series new sponsor the waste management cup series,1336305967613538304,2020-12-08 13:45:44,"Cheap Bots, Done Quick!",0,0,751,negative
120,if anything like traffic management board waste time money,1336305316686868482,2020-12-08 13:43:09,Twitter for Android,0,0,36,negative
121,city become proactive look wastemanagement not expenditure item opportunit,1336305230531743744,2020-12-08 13:42:48,HubSpot,0,0,22390,neutral
122,it time share good news waste management sector india tell u think abo,1336304420640845824,2020-12-08 13:39:35,Twitter Web App,0,0,65,positive
123,ca i know awhile ago i find flow chart ontario health ministry management sub manag,1336303696192425989,2020-12-08 13:36:43,Twitter Web App,0,0,965,neutral
124,don waste money inflexible design software draftsight well alternative offering flexible cost e,1336302955306348546,2020-12-08 13:33:46,Powered by Sprinklr,0,0,65,negative
125,shrini the team management not stupid bench player bad serie,1336302208212582402,2020-12-08 13:30:48,Twitter Web App,1,0,0,negative
126,the prime minister confident would best way solve municipal,1336301801323237383,2020-12-08 13:29:11,Twitter for Android,4,10,1267,positive
127,visuals ade jag,1336301774794153984,2020-12-08 13:29:05,Twitter for Android,3,0,77,neutral
128,the asshole waste management know google map either,1336300991596081153,2020-12-08 13:25:58,Twitter for iPhone,0,0,41,negative
129,start today expert convene update basel conv n technical guideline environmentally sound manage,1336299547073581056,2020-12-08 13:20:13,Twitter Web App,10,7,10622,positive
130,a nuclear facility across world cease operation enter decommission phase significant volume,1336298738290135040,2020-12-08 13:17:01,Twitter Media Studio,4,1,6240,positive
131,solid waste management key clean city clean forest gurgaon get good headstart term dece,1336298415152529409,2020-12-08 13:15:44,Twitter for Android,1,0,178,positive
132,though nigeria approve national solid waste management policy earlier year not provide plan,1336297675382267905,2020-12-08 13:12:47,Twitter Web App,0,1,7411,negative
133,who pass senior management waste bin,1336297146883207170,2020-12-08 13:10:41,Twitter Web App,0,0,415,negative
134,swarup mutual doesn mean company work waste manag,1336296032905420800,2020-12-08 13:06:16,Twitter for Android,0,0,585,negative
135,a covid19 spread develop world proper management household medical waste key stop sp,1336295966543056901,2020-12-08 13:06:00,Twitter Web App,0,0,146,negative
136,replant mangrove without tackle plastic problem like try try empty ocean thimble,1336295897395818501,2020-12-08 13:05:43,LaterMedia,0,0,1198,negative
137,few people misguide implem,1336295400177856517,2020-12-08 13:03:45,Twitter for Android,0,0,363,neutral
138,launch philippine green infrastructure giio report late asean series showcasing pipeline,1336294966843351040,2020-12-08 13:02:01,Hootsuite Inc.,3,1,13797,negative
139,join u fri 18 dec thames road wetland bexley help u manage vegetation amp remove plastic waste all,1336294959704662019,2020-12-08 13:02:00,Hootsuite Inc.,3,0,10037,negative
140,mayo county council bottle bank network available household recycle glass bottle jar aluminium,1336294893791154176,2020-12-08 13:01:44,Hootsuite Inc.,2,1,9027,positive
141,we serious problem public awareness proper ewaste management kenya the weee centre condu,1336294834395607041,2020-12-08 13:01:30,Hootsuite Inc.,0,0,5586,negative
142,with less 30 day go end brexit transition period many question remain unanswered,1336294699259355139,2020-12-08 13:00:58,Hootsuite Inc.,0,0,6570,positive
143,waste management operative require sheppey info apply sheppeyjobs kentjobs,1336294675775426561,2020-12-08 13:00:52,Hootsuite Inc.,0,1,3559,negative
144,jobportrait ga lle head analysis radioactive material transport nuclear waste management dep,1336294529239048192,2020-12-08 13:00:17,Hootsuite Inc.,1,0,17667,negative
145,feature local initiative address plastic waste management community nature likewise,1336293021130756101,2020-12-08 12:54:18,Twitter for Android,0,0,27783,negative
146,new live senior role 2021 ksa across transportation infrastructure amp utility solid waste management co,1336292870140162050,2020-12-08 12:53:42,LinkedIn,0,0,525,positive
147,help hi peter i extremely sorry delay get someone clear i es,1336287932458688512,2020-12-08 12:34:04,BumpYard,0,0,2632,negative
148,because short lifespan improperly management end life packaging application,1336287696843632642,2020-12-08 12:33:08,Twitter Web App,8,0,19406,neutral
149,alarm high time revisit waste management recycle policy need stringent guideline,1336286676121841664,2020-12-08 12:29:05,Twitter Web App,0,0,183,negative
150,traffic lawma lagos state waste management lastma mean say well i thi,1336286097924648961,2020-12-08 12:26:47,Twitter for Android,0,0,2815,negative
151,citizen involvement remain miss link sustainable waste management reality across nation accord,1336285535455879174,2020-12-08 12:24:33,Twitter for Android,5,0,499,negative
152,waste policy series citizens involvement remain miss link sustainable waste management regime across,1336284750009540608,2020-12-08 12:21:26,Twitter for Android,0,0,39,negative
153,waste resource pollution explore role biogas energy food health nexus high altitude nepa,1336283199262101507,2020-12-08 12:15:16,Twitter Web App,0,0,811,negative
154,,1336281571981053952,2020-12-08 12:08:48,Twitter for Android,6,2,18,neutral
155,hi glen i extremely sorry hear i escalate waste management urgent collection asap kind regard helena,1336280897042214913,2020-12-08 12:06:07,BumpYard,0,0,2632,negative
156,download our warehouse handle solution brochure handle warehouse manufacturing distribut,1336279814756593664,2020-12-08 12:01:49,Hootsuite Inc.,0,0,191,neutral
157,waste management deliver dumpster white house trump start throw shit the e,1336279625648009218,2020-12-08 12:01:04,Twitter for Android,0,0,1319,negative
158,global nuclear waste management system market industry growth analysis regional trend demand key player a,1336278661415251968,2020-12-08 11:57:14,Zapier.com,0,0,6325,negative
159,nit warangal fdp effective teaching learn practice management solid waste nit,1336277781643026433,2020-12-08 11:53:44,Twitter Web App,0,1,29,positive
160,haiiii company awe wethinking package good make wecycwabwe weusabwe but much need,1336277536343396352,2020-12-08 11:52:46,,0,0,59,positive
161,our edited book food waste management already 43k downloads we happy attention many open,1336276652687495168,2020-12-08 11:49:15,Twitter for iPhone,3,3,163,positive
162,the defense climate change defense biodiversity entirely link food security fight,1336276062649655298,2020-12-08 11:46:54,Twitter Web App,0,0,1101,neutral
163,just realize great taiwan nation renewable energy many green movement great waste management reall,1336276027446718466,2020-12-08 11:46:46,Twitter for Android,0,0,130,positive
164,patagonia waste management acceso panam aim discover simple inexpensive solution management huma,1336273615776608256,2020-12-08 11:37:11,Twitter Web App,1,0,12641,negative
165,1 day go unique focus amp power pack 2 day virtual congregation waste management amp pollution contr,1336272821450731520,2020-12-08 11:34:02,Twitter Web App,0,0,89,positive
166,cvwma 30 milestone 30 year 1997 governor commission environmental stewardship recognize cvwma lea,1336271821453266947,2020-12-08 11:30:03,Twitter Web App,0,0,1547,neutral
167,we delight welcome d narender senior environmental engineer telangana state pollution control board s,1336270877336371200,2020-12-08 11:26:18,Twitter Web App,1,0,89,positive
168,company rethink package good make recyclable reusable but much need do r,1336270757089914882,2020-12-08 11:25:49,Echobox,5,0,3403664,positive
169,packed case study e g cryopreservation endanger dna frozen zoo nuclear waste management se,1336270562507808768,2020-12-08 11:25:03,Hootsuite Inc.,4,2,8303,negative
170,we delight welcome srivastava environmental engineer telangana state pollution control board speaker,1336270077507694592,2020-12-08 11:23:07,Twitter Web App,1,0,89,positive
171,i passionate environmentalist sir i currently work waste management please i look fo,1336269795512213513,2020-12-08 11:22:00,Twitter for Android,0,0,1319,negative
172,recommerce host webinar food waste management practice solution december 17 support f,1336269432608288769,2020-12-08 11:20:34,Twitter Web App,0,1,224,negative
173,the exist system solid waste management pose serious risk environment public health the sever,1336269290782117891,2020-12-08 11:20:00,TweetDeck,2,1,81474,negative
174,why waste recycle australia why difficult country get act together,1336269205243453440,2020-12-08 11:19:39,Twitter for iPhone,1,0,3079,negative
175,this commendable proper medical waste management core aspect wash service ensures,1336268937651232770,2020-12-08 11:18:36,Twitter Web App,0,0,79,negative
176,sri dinesh state wash consultant unicef visit kolar district inspect sanitation waste managemen,1336268679101607938,2020-12-08 11:17:34,Twitter Web App,3,2,5867,negative
177,launch fund five environment centre strengthen environment sector the target area,1336268506850095106,2020-12-08 11:16:53,Twitter Web App,0,0,30258,neutral
178,foundation b,1336268156885757952,2020-12-08 11:15:29,Twitter for Android,3,1,1319,neutral
179,mr sandeep patel founder ceo nepra share difficult manage idea circular economy th,1336267573105713155,2020-12-08 11:13:10,Twitter Web App,0,0,5179,negative
180,surprised entire delhi 2 company provide bmw management service moreover even alloca,1336267435649982466,2020-12-08 11:12:37,Twitter Web App,0,0,260,positive
181,come waste time stop blowing account contact account management 923078344707 whatsap,1336267388598284295,2020-12-08 11:12:26,Twitter for Android,0,0,30,negative
182,with plastic heavy christmas way sustainable waste management important ever our hl 7009 mgb,1336267033869250561,2020-12-08 11:11:02,Sprout Social,0,0,965,neutral
183,waste management show white house inauguration day pick garbag,1336266732424617985,2020-12-08 11:09:50,Twitter Web App,0,0,0,negative
184,same waste pledis punya management truly suck remember kept watchin pledis g,1336266530363826176,2020-12-08 11:09:02,Twitter for Android,1,0,114,negative
185,sugar daddy not go send first payment do not waste time sincerely management,1336266471765389317,2020-12-08 11:08:48,Twitter for iPhone,3,0,33,positive
186,do much citizen pay waste management company you pay resident,1336266217666043904,2020-12-08 11:07:47,Twitter for Android,0,0,31,neutral
187,we delight welcome kumar pathak environmental engineer e waste selection telangana state pollution cont,1336265732816945153,2020-12-08 11:05:51,Twitter Web App,1,0,89,positive
188,mna the prime minister confident would best way solve mun,1336265555054039043,2020-12-08 11:05:09,Twitter for Android,1,5,871,positive
189,again samson no 4 not try iyer no 4 waste management,1336265542169051136,2020-12-08 11:05:06,Twitter for Android,0,0,95,positive
190,we delight welcome maya vivek founder oorvi sustainable concept pvt ltd creator brand holywaste,1336265116631715851,2020-12-08 11:03:25,Twitter Web App,1,0,89,positive
191,6 plot land face major road igbatoro road immediately waste management 2 3m per plot a complete building,1336265026244472832,2020-12-08 11:03:03,Twitter for Android,0,0,2252,negative
192,don waste money inflexible design software draftsight well alternative offering flexible cost e,1336264864495529986,2020-12-08 11:02:24,Powered by Sprinklr,0,0,187,negative
193,a systematic review evaluate knowledge attitude practice regard biomedical waste management among denta,1336264863602118656,2020-12-08 11:02:24,IFTTT,0,0,430,negative
194,blog poorly manage waste accentuates globalwarming develop country finance well waste managemen,1336264853049237504,2020-12-08 11:02:22,Twitter Web App,3,0,37300,negative
195,great blog a hydrogen green electricifation displaces oil ghg emission come decade focus wi,1336264617639759873,2020-12-08 11:01:26,Twitter for Android,0,0,208,positive
196,someone waste management field,1336264271215398912,2020-12-08 11:00:03,Twitter for iPhone,0,0,29,negative
197,2nd prize winning 2020 challenge blog here the lack waste manage,1336264191251017729,2020-12-08 10:59:44,Twitter for iPad,0,0,1914,positive
198,the prime minister confident would best way solve thei,1336262282112888833,2020-12-08 10:52:09,Twitter for Android,2,16,565,positive
199,prof secy say india offer huge market opportunity identify sector like water,1336261843338194945,2020-12-08 10:50:24,Twitter Web App,4,3,106188,positive
200,prof secy say india offer huge market opportunity identify sector like water,1336261843338194945,2020-12-08 10:50:24,Twitter Web App,4,3,106188,positive
201,front line work never stop safe contact u clinical waste management need,1336261718817853440,2020-12-08 10:49:54,Twitter for Android,0,0,7,positive
202,the plastic problem northeast asia grow threat region mangroves natural alley coasta,1336260630249156608,2020-12-08 10:45:35,Twitter Web App,0,0,4569,positive
203,a new circular approach waste management develop partner showcase data support inform dec,1336260234441089025,2020-12-08 10:44:01,Sprinklr,6,3,117840,negative
204,ramnath vaidyanathan general manager lead sustainability godrej industry group join u session,1336258860441501698,2020-12-08 10:38:33,Twitter Web App,0,0,5179,positive
205,company rethink package good make recyclable reusable but much need do r,1336258606283501568,2020-12-08 10:37:32,Echobox,2,0,40205,positive
206,afes lead way sustainable waste management sustainabilityleadership climatechange wastemanagement,1336258593004261376,2020-12-08 10:37:29,Twitter for iPhone,0,0,1609,negative
207,we feel full festive spirit bring christmas chichester help deliver year sp,1336258580547244038,2020-12-08 10:37:26,Buffer,2,0,298,positive
208,dr shilpi karmakar undp explain role circular economy session enable circular economy b,1336257986323365891,2020-12-08 10:35:05,Twitter Web App,1,0,5179,neutral
209,how many people company say amp how many people company get opportunity heal wound nature,1336257626565300229,2020-12-08 10:33:39,Twitter for Android,1,0,12,positive
210,,1336257612694745091,2020-12-08 10:33:35,Twitter for Android,8,3,51,neutral
211,m shalini goyal bhalla manage director international council circular economy touch aspect p,1336257355118333952,2020-12-08 10:32:34,Twitter Web App,1,0,5179,neutral
212,the lens waste management obscured people behind work life,1336257277502910464,2020-12-08 10:32:16,Twitter Web App,2,2,1415,negative
213,gulu regional referral hospital receive new incinerator worth ugx100 million baylor uganda boost,1336255677577228288,2020-12-08 10:25:54,TweetDeck,22,2,687623,positive
214,wow creative solution one major waste management issue,1336255352283783170,2020-12-08 10:24:37,Twitter for Android,2,0,373,positive
