,text,id,createdate,source,likes,retweets,followers,sentiment
85,touchdown san fran cisco feel great baby fttb,1333161410671611910,2020-11-29 21:30:23,Twitter for iPhone,2,1,599,positive
86,raider trash,1333161034618597377,2020-11-29 21:28:54,Twitter for iPhone,0,0,259,neutral
87,but,1333160883330101256,2020-11-29 21:28:18,Cisco ebooks,0,0,14,neutral
88,right man wrong place a cisco employee webex division circa 2011 pitch idea upp,1333160670989340673,2020-11-29 21:27:27,Twitter for iPad,0,0,259,negative
89,sackable offence,1333160139201900545,2020-11-29 21:25:20,Twitter for iPhone,0,0,150,neutral
90,y still pay book class stay home that tuff,1333159750888898560,2020-11-29 21:23:48,Twitter for iPhone,0,0,119,neutral
91,i hungry,1333159688280678403,2020-11-29 21:23:33,Twitter for iPhone,0,1,407,neutral
92,how much cost take ccie r amp s write lab combine labeveryday cisco,1333159234310189057,2020-11-29 21:21:45,Twitter for Android,20,1,1444,positive
93,chubby carrier the cisco kid,1333158942374043651,2020-11-29 21:20:35,Spinitron Playlists,0,0,97,neutral
94,very wake,1333158365808242688,2020-11-29 21:18:17,Cisco ebooks,0,0,14,neutral
95,be company ready become enterprise leader check bridge operator console microsoft office commu,1333156861181370374,2020-11-29 21:12:19,BOCNodeTweet,0,1,889,positive
96,route leak wild cisco io xr saas scenario part 1 overview in route leaking series follo,1333156601532964864,2020-11-29 21:11:17,CoSchedule,6,0,2016,positive
97,top 10 best cisco system satellite dish,1333155802937430016,2020-11-29 21:08:06,NovaPress Publisher,0,0,574,positive
98,18 stole my cisco cco account,1333155672339353600,2020-11-29 21:07:35,Twitter for iPhone,0,0,91,neutral
99,will cisco jumpstart 5g open run aspiration via m amp a if cisco acquire one multiple open run vendor w,1333155079210344448,2020-11-29 21:05:14,Buffer,0,0,899,neutral
101,it no secret it change last several year however new innovation mean retail business ne,1333155042845548547,2020-11-29 21:05:05,Hootsuite Inc.,1,0,175,positive
102,what fuck as win i take,1333154388253274112,2020-11-29 21:02:29,Twitter for iPhone,0,0,196,positive
103,check will cisco jumpstart 5g open run aspiration via m amp a if cisco acquire one multiple open run ven,1333154321077325828,2020-11-29 21:02:13,Buffer,1,1,38391,neutral
104,training student nextgen professional age algorithms edtech,1333154235681304586,2020-11-29 21:01:53,Twitter for iPhone,4,0,143,positive
105,check discussion integrate clearpass,1333153934215507968,2020-11-29 21:00:41,Dynamic Signal,0,0,24,neutral
106,check will cisco jumpstart 5g open run aspiration via m amp a if cisco acquire one multiple open ran,1333153821175001088,2020-11-29 21:00:14,Buffer,2,2,51187,neutral
107,cisco pay 8 6m settle security software whistleblower lawsuit,1333153799624663048,2020-11-29 21:00:09,Spokal,0,0,1130,neutral
108,educate customer build trust create new market cisco help,1333153691206086663,2020-11-29 20:59:43,Influitive,0,0,143,positive
109,smoke,1333153332182077443,2020-11-29 20:58:17,Cisco ebooks,0,0,14,neutral
110,0401 midfield slow open horrible,1333151150334504964,2020-11-29 20:49:37,Twitter for iPhone,0,0,771,negative
111,psa cisco well fuck adorable,1333150734246875140,2020-11-29 20:47:58,Twitter for iPhone,1,0,116,positive
112,nowplaying what they really want dmx feat cisco,1333150716123287555,2020-11-29 20:47:54,SAM Broadcaster Cloud,0,0,2063,positive
113,p our midfield especially xhaka need go,1333150554550398979,2020-11-29 20:47:15,Twitter for iPhone,0,0,150,neutral
114,cisco character show deserve right,1333150327743410182,2020-11-29 20:46:21,Twitter for iPhone,15,2,713,positive
115,cisco dna center modern management system cisco sd access we unique set service install,1333150017255829504,2020-11-29 20:45:07,HubSpot,0,0,10,positive
116,do,1333148295867363328,2020-11-29 20:38:17,Cisco ebooks,0,0,14,neutral
117,5g small cell global market 2020 know late covid19 impact analysis and strategy key player ericsson,1333148241748234244,2020-11-29 20:38:04,DigitalTrans4m,0,0,4184,negative
118,xhaka comfortably bad player ever buy useless bum,1333148034029510657,2020-11-29 20:37:14,Twitter for iPhone,0,0,150,negative
119,not one person say webex which shame since everything join via web browser hd video,1333147324055478283,2020-11-29 20:34:25,Twitter for iPhone,2,0,118,neutral
120,never hat arsenal player way hate xhaka,1333147136561704964,2020-11-29 20:33:40,Twitter for iPhone,0,0,150,negative
121,one thing make olicity iconic never need use actual word know be,1333146894487445506,2020-11-29 20:32:42,Twitter Web App,42,6,728,positive
122,what set partner stratus information system drone company apart others their collaboration,1333146526516965376,2020-11-29 20:31:15,Sprinklr,1,1,95793,neutral
123,i wonder we use zoom work btw we use google meet cisco webex,1333146437559873536,2020-11-29 20:30:54,Twitter for iPhone,0,0,0,neutral
124,the time complexity cisco securex transforms security platform give customer best,1333146392055980037,2020-11-29 20:30:43,Sprinklr,0,0,6248,positive
125,trend news iiot automotive market overview forecast report 2020 2026 top player cisco hcl ibm ptc,1333146267707445249,2020-11-29 20:30:13,Buffer,0,0,950,positive
126,i use hotmail i data analyst cisco i like hotmail interface well in gm,1333146105228484609,2020-11-29 20:29:34,Twitter for Android,0,0,836,neutral
127,i assure,1333145783038857222,2020-11-29 20:28:17,Cisco ebooks,0,0,14,neutral
128,cisco emerson hit the right note in nashville go iot,1333144804922978305,2020-11-29 20:24:24,Twitter Web App,6,3,236374,positive
129,i read week back cbs want cisco spinoff brook refuse unless lofton also get inv,1333144778125537284,2020-11-29 20:24:18,Twitter Web App,0,0,1507,neutral
130,in world slow speed education take not 4 year lifetime read story cisco,1333144450542030848,2020-11-29 20:23:00,Sprinklr,0,0,16840,negative
131,i not sure mean clothing,1333144388889956352,2020-11-29 20:22:45,Twitter for iPhone,0,0,6903,negative
132,i not know info i inquire isn point,1333144108425228289,2020-11-29 20:21:38,Twitter for iPhone,1,0,6903,neutral
133,people last,1333143264715804678,2020-11-29 20:18:17,Cisco ebooks,0,0,14,neutral
134,gain opinion smart trader amp investor anz jblu csco,1333143133538951170,2020-11-29 20:17:46,Twitter tweets 111,0,0,1860,positive
135,stay touch quaversal newsletter last week look innovation ciscopartnersummit,1333142446776217600,2020-11-29 20:15:02,Hootsuite Inc.,0,0,171,neutral
136,preseason rank 2a division i regional finalist no 1 shiner no 2 refugio no 3 post no 4 cisco n,1333142429755695106,2020-11-29 20:14:58,Twitter Web App,3,0,17423,negative
137,cisco live head rent free come lem me give u kiss,1333141904775471104,2020-11-29 20:12:53,Twitter for iPhone,4,0,185,positive
138,training student age algorithms trav de,1333141519004553216,2020-11-29 20:11:21,Twitter Web App,0,0,269,neutral
139,investment buy list update 11 29 ko csco ibm,1333141303383584769,2020-11-29 20:10:29,Twitter Web App,0,0,152,neutral
140,form,1333140747902726150,2020-11-29 20:08:17,Cisco ebooks,0,0,14,neutral
141,clements cmon sam get shirt back you 2 2 5 twice row,1333140678524743681,2020-11-29 20:08:00,Twitterrific for iOS,0,0,331,neutral
142,cisco devnet love hate i love network programmability automation involve hate learn cisco,1333139844017647618,2020-11-29 20:04:42,Twitter for iPhone,0,0,3,negative
143,be government agency look way improve road safety traffic efficiency vehicle mobility the,1333139073725313024,2020-11-29 20:01:38,ContentMX,0,0,29,neutral
144,converge infrastructure cisco pure,1333138735064641538,2020-11-29 20:00:17,EveryoneSocial,0,0,91,positive
145,chris i lov chris i get stop for,1333138230473068545,2020-11-29 19:58:17,Cisco ebooks,0,0,14,neutral
146,you get unova meanwhile i stick fuck pasio,1333137882475847682,2020-11-29 19:56:54,Twitter for Android,0,0,114,negative
147,clements play devil advocate know manager tell,1333137463225835525,2020-11-29 19:55:14,Twitter for iPhone,0,0,307,neutral
148,what cisco inclusion amp collaboration leader keep desk from cherish book special co,1333137455361503232,2020-11-29 19:55:12,Sprinklr,1,1,1783,positive
149,read continue focus software simplify it operation via,1333137154977968128,2020-11-29 19:54:00,Sprinklr,1,1,4987,neutral
150,iot oil gas market analysis highlight impact covid 19 2020 2028 cisco system c3 ibm intel m,1333136914447208448,2020-11-29 19:53:03,DigitalTrans4m,0,0,4184,neutral
151,i love cisco l love so much,1333136510670004230,2020-11-29 19:51:27,Twitter for Android,1,0,47,positive
152,those sick evolution wall creation,1333135714725326849,2020-11-29 19:48:17,Cisco ebooks,0,0,14,negative
153,great,1333135654503510016,2020-11-29 19:48:03,Twitter for iPhone,0,0,196,positive
154,agree i keep watch flash long time cisco,1333135337242177538,2020-11-29 19:46:47,Twitter for iPhone,12,0,379,negative
155,go pure cisco,1333134954369323011,2020-11-29 19:45:16,EveryoneSocial,0,0,91,positive
156,be technology serve team business customer quaversal help simplify tech save,1333134898769645569,2020-11-29 19:45:02,Hootsuite Inc.,2,0,171,neutral
157,i m talk ab cisco mf,1333134609773596673,2020-11-29 19:43:54,Twitter for iPhone,2,0,237,neutral
158,mainu yes you see capability master yang repo,1333133932473282561,2020-11-29 19:41:12,Twitter for iPhone,2,0,403,neutral
159,follow cisco beer garden do guy like nantucket and beer,1333133752994828288,2020-11-29 19:40:29,Twitter for iPhone,3,0,7497,neutral
160,i hope,1333133199673876486,2020-11-29 19:38:17,Cisco ebooks,0,0,14,neutral
161,cisco webex anyways work much good zoom no privacy concern usable web version,1333132973693165568,2020-11-29 19:37:23,Twitter for iPhone,0,0,9,positive
162,experience future cisco internet thing,1333131969132191747,2020-11-29 19:33:24,Zift Platform,0,0,104,neutral
163,cisco 10 ryan02 we hope,1333131958667288576,2020-11-29 19:33:21,Twitter for iPhone,1,0,2298,neutral
164,fuck not raul jimenez come back strong,1333131858347925504,2020-11-29 19:32:58,Twitter for iPhone,0,0,154,positive
165,ryan02 chill falcon bro they blow game 4th qtr,1333131682979966977,2020-11-29 19:32:16,Twitter for Android,1,0,26,negative
166,cisco get onto mango habanero i stop craving,1333131399805632512,2020-11-29 19:31:08,Twitter for iPhone,0,0,283,neutral
167,when partner cisco work together great thing happen cisco blog,1333131122314792962,2020-11-29 19:30:02,LinkedIn,0,0,1444,positive
168,feel like play football cold bc i dream i use play back lol,1333131120439943169,2020-11-29 19:30:02,Twitter for iPhone,0,0,819,positive
169,cisco make flash funny,1333130721553240069,2020-11-29 19:28:27,Twitter for iPhone,0,0,148,positive
170,the last thing,1333130682307137547,2020-11-29 19:28:17,Cisco ebooks,0,0,14,neutral
171,f ash never treat cisco right what i would give trade cisco curtis,1333130556142448641,2020-11-29 19:27:47,Twitter for Android,54,6,1465,positive
172,congrats matt become part devnet class 2020 like visit,1333129523433410561,2020-11-29 19:23:41,Twitter Web App,19,0,98394,neutral
173,oh hell course vp spinklr i one ragys first customer cisco,1333128317386452992,2020-11-29 19:18:53,Twitter for iPhone,0,0,4817,positive
174,zoom suck have ever hear alternative bluejeans cisco webex just name two,1333128174826303494,2020-11-29 19:18:19,Twitter for iPhone,2,0,64,neutral
175,can bust granola,1333128167230464007,2020-11-29 19:18:18,Cisco ebooks,0,0,14,neutral
176,lyla shock felicity proud caitlin uh oh oliver confused cisco allow do,1333128148007829504,2020-11-29 19:18:13,Twitter Web App,89,24,1963,positive
177,lisa never get see miku binder cisco draw,1333127236468187137,2020-11-29 19:14:36,Twitter for iPhone,2,0,237,neutral
178,fully agree tsla prove yr next amzn term innovatio,1333127087377551360,2020-11-29 19:14:00,TweetDeck,1,0,609,neutral
179,the future cloud native connectivity cisco announces intent acquire banzai cloud,1333126968439607296,2020-11-29 19:13:32,Zift Platform,0,0,104,neutral
180,never forget,1333126917118173187,2020-11-29 19:13:19,Twitter for Android,2,1,2167,neutral
181,i assure 100 certainty unannounced eos information,1333126858246860802,2020-11-29 19:13:05,Twitter for iPhone,0,0,6903,neutral
182,meet bridge operator console part bridge cloud suite cisco unify communication empower opera,1333126679892520961,2020-11-29 19:12:23,BOCNodeTweet,0,0,889,neutral
183,born 1847 siemens 1865 nokia 1876 ericsson 1889 nintendo 1911 ibm 1928 motorola 1938 samsung 1939 hp 1946 sony 19,1333126640713543686,2020-11-29 19:12:14,Twitter for Android,0,0,1219,neutral
184,cisco paparazzo caitlin lawyer,1333126141838671872,2020-11-29 19:10:15,Twitter Web App,54,9,1963,neutral
185,kurulu 1847 siemens 1865 nokia 1876 ericsson 1889 nintendo 1911 ibm 1928 motorola 1938 samsung 1939 hp 1946 sony,1333126137866821635,2020-11-29 19:10:14,Twitter Web App,0,0,45,neutral
186,use cisco voice viewer perfect i love go weapon,1333126055721193472,2020-11-29 19:09:54,Twitter Web App,56,9,1963,positive
187,cisco remain adorable member flash team,1333125949471088640,2020-11-29 19:09:29,Twitter Web App,50,11,1963,positive
188,308gifs the brave bold the 2nd part quaint 2 show crossover oliver still grumpy barry stil,1333125892579594240,2020-11-29 19:09:15,Twitter Web App,61,10,1963,positive
189,first,1333125648861306886,2020-11-29 19:08:17,Cisco ebooks,0,0,14,positive
190,kiiid proud alexiss ss congratulation,1333125287526211586,2020-11-29 19:06:51,Twitter for iPhone,1,0,571,positive
191,business gear hybrid workplace cloud usage security spending way become resilient,1333124631977488384,2020-11-29 19:04:15,Cloohawk,0,0,1313,neutral
192,jr20 it everything need show,1333124595172347905,2020-11-29 19:04:06,Twitter for iPhone,0,0,290,neutral
193,jones great show hilarious sometimes lol,1333124425508646913,2020-11-29 19:03:25,Twitter for iPhone,0,0,372,positive
194,yep need know language know good music,1333124279588818944,2020-11-29 19:02:51,Twitter for iPhone,1,0,372,positive
195,how would someone even mfer always talk fuck cisco type like fkrmdjen,1333124228028137472,2020-11-29 19:02:38,Twitter Web App,1,0,214,negative
196,clements i get come know break n,1333124152958611457,2020-11-29 19:02:20,Twitter for iPhone,0,0,307,neutral
197,jr20 sooo talented shame not lol,1333123993025404928,2020-11-29 19:01:42,Twitter for iPhone,0,0,961,positive
198,tho we post best dinger k catch any play app college coach amp fan watch,1333123944694439939,2020-11-29 19:01:31,Twitter Web App,0,0,95363,positive
199,today last day sign cyber monday webcast i host tomorrow start 2 pm est there st,1333123844991803394,2020-11-29 19:01:07,Hootsuite Inc.,4,0,11129,neutral
201,cisco stealthwatch cloud provide visibility cyber threat,1333123671225929729,2020-11-29 19:00:26,Revive Social App,2,1,101930,neutral
202,if karen behavior adhere nda feel feel fall back name,1333123612967047173,2020-11-29 19:00:12,Twitter for iPhone,1,0,6903,neutral
203,in always hyper distribute world apps team tool infrastructure need work perfect harmony,1333123567647657991,2020-11-29 19:00:01,Sprinklr,6,1,152453,positive
204,everyone pick pick week dm question play week docu,1333123564065628161,2020-11-29 19:00:00,Twitter Web App,0,0,213,neutral
205,cisco kid friend mine,1333123232141103104,2020-11-29 18:58:41,Twitter for iPhone,0,0,211,neutral
206,basic ip address vlsm variable length subnet mask cisco networkengineer networksbaseline networking,1333123230882738176,2020-11-29 18:58:41,Twitter Web App,1,0,527,neutral
207,that,1333123130634743811,2020-11-29 18:58:17,Cisco ebooks,0,0,14,neutral
208,born 1847 siemens 1865 nokia 1876 ericsson 1889 nintendo 1911 ibm 1928 motorola 1938 samsung 1939 hp 1946 sony 19,1333122835896696833,2020-11-29 18:57:06,Twitter for Android,0,0,259,neutral
209,how to think like a manager cissp exam now amazon gt cissp security,1333122315941523456,2020-11-29 18:55:02,Hootsuite Inc.,2,3,995,neutral
210,sama full hd aqui,1333122114887487491,2020-11-29 18:54:15,Twitter for Android,1,0,25,positive
211,,1333121985996533766,2020-11-29 18:53:44,Twitter for iPhone,0,0,11260,neutral
212,allie x san cisco beach weather ace miniature tiger,1333121870258900992,2020-11-29 18:53:16,Twitter for Android,1,0,78,neutral
213,siemens nokia ericsson nintendo ibm motorola samsung hp sony intel microsoft appl,1333121420319186947,2020-11-29 18:51:29,Twitter for iPhone,7,1,106,neutral
214,clements my point accept 8 10 last release,1333120581923983360,2020-11-29 18:48:09,Twitter for iPhone,0,0,307,neutral
215,born 1847 siemens 1865 nokia 1876 ericsson 1889 nintendo 1911 ibm 1928 motorola 1938 samsung 1939 hp 1946 sony 19,1333119582383566850,2020-11-29 18:44:11,Twitter for iPad,253,71,516157,neutral
216,global internet thing iot security market expect to reach high cagr 2026 cisco system intel corpo,1333119564238958592,2020-11-29 18:44:06,IFTTT,0,0,218,positive
217,i know dob mean nda nda leak anyone v,1333119300677349382,2020-11-29 18:43:04,Twitter for iPhone,1,0,6903,negative
218,love mac ipad iphone use best attendant console cisco uc bridge cloud suite,1333119041054060552,2020-11-29 18:42:02,BOCNodeTweet,0,0,889,positive
219,three eagle class 2021 finish career top 5 receive school history drae bowl,1333118906970632192,2020-11-29 18:41:30,Twitter for iPhone,33,8,552,positive
220,get babysit brother doggy cisco today amp high separation anxiety hella cry robyns telli,1333118546222596097,2020-11-29 18:40:04,Twitter for iPhone,6,1,324,positive
221,clements so would willing dob tac engineer offer friendly advice,1333118397882707968,2020-11-29 18:39:28,Twitter for iPhone,1,0,307,positive
222,it extremely,1333118100468854786,2020-11-29 18:38:17,Cisco ebooks,0,0,14,negative
223,live rurally no one go scan wi fi name leave cisco,1333118013009244162,2020-11-29 18:37:57,Twitter Web App,1,0,560,positive
224,damn cisco put pistachio ice cream fr,1333117874483806210,2020-11-29 18:37:24,Twitter for iPhone,0,0,482,neutral
225,global industrial iot platform market 2020 recover from covid 19 outbreak know about brand player ptc thing,1333116032203026433,2020-11-29 18:30:04,Buffer,0,0,950,neutral
226,paper plat leftover bucket halloween treat cisco oil,1333115827680231424,2020-11-29 18:29:16,Twitter for iPhone,0,0,3616,neutral
227,which message use ipv6 next hop redirection neighbor solicitation message type 135 b icmpv6 redirec,1333115761414402048,2020-11-29 18:29:00,TweetDeck,3,1,3865,neutral
228,yeah,1333113067048144900,2020-11-29 18:18:17,Cisco ebooks,0,0,14,neutral
229,cisco network academy build skill today online,1333112272076623877,2020-11-29 18:15:08,LinkedIn,0,0,17,neutral
