,text,id,createdate,source,likes,retweets,followers,sentiment
39,ken tutunjian co branch manager coldwell banker realty boston office share new england living in,1334263609673834496,2020-12-02 22:30:08,Sprout Social,1,0,3105,positive
40,south boston apartment rent 2 bedroom 2 bath boston 2 048 luxury south boston attraction modern a,1334246228226310146,2020-12-02 21:21:04,dlvr.it,0,4,1091,positive
41,earlier today fire w newton st iba own property thankfully able extinguis,1334235061579882496,2020-12-02 20:36:42,Twitter Web App,0,0,2190,positive
42,i know exactly much cost live new home well doubtful here 12,1334232887558877184,2020-12-02 20:28:03,ProPP,0,0,1138,negative
43,the idea hope one stop shopping approach way make easy type prope,1334215522037141505,2020-12-02 19:19:03,Twitter Web App,1,0,520,positive
44,metro realestate office city like nyc nyc slg sl green bxp boston property vno vornado realty,1334194473425842180,2020-12-02 17:55:25,Twitter for Android,0,0,330,negative
45,the future would not bright not secure that say get cover e,1334191795157209090,2020-12-02 17:44:46,Twitter Web App,2,0,1148,negative
46,ukpleast total reduction 23 09 address washdyke lane old leake commonside boston lincolnshire status re,1334163625834110979,2020-12-02 15:52:50,PropertyLion,0,0,2451,positive
47,south boston apartment rent 1 bedroom 1 bath boston 2 048 luxury south boston attraction modern app,1334093093117730816,2020-12-02 11:12:34,dlvr.it,0,4,1091,positive
48,auspol housing endhomelessness this many vacant property hold investor high demand area seriously,1334090599511650307,2020-12-02 11:02:39,Twitter Web App,1,0,242,positive
49,the difference fortune airport property emblematic broad truth hotel throughout u s,1334074881319821312,2020-12-02 10:00:12,True Anthem,1,0,63962,positive
50,altredsox update 7 7 1907 learn jimmy collins somehow scout director,1333961477301080065,2020-12-02 02:29:34,Twitter Web App,0,0,406,neutral
51,south boston apartment rent 3 bedroom 2 bath boston 2 048 luxury south boston attraction modern a,1333940332245880832,2020-12-02 01:05:33,dlvr.it,0,4,1091,positive
52,we light top color spark thank boston property prudent,1333928597929816066,2020-12-02 00:18:55,Twitter Web App,2,0,8971,positive
81,got question we answer our team guide get it do,1334624719161724931,2020-12-03 22:25:03,Posting Platform,0,0,39,neutral
82,we competent guides century 21 american property century21 boston,1334604891659120641,2020-12-03 21:06:16,Posting Platform,0,0,537,positive
83,people abandon suburbs rapid rate go back financial center wfh zm pton amzn bubble,1334570622068862977,2020-12-03 18:50:06,Twitter for Android,0,0,330,negative
84,bill melinda gate place 100 million bet bxp boston property think could add slg sl gr,1334570071826501634,2020-12-03 18:47:54,Twitter for Android,0,0,330,neutral
85,once bustle boston commercial real estate now fuel fear of a slow economic recovery realestate property,1334536541562146817,2020-12-03 16:34:40,BHIVE Nectar,0,0,69,positive
86,bill melinda gate place 100 million bet bxp boston property think could add slg sl gr,1334521936030920705,2020-12-03 15:36:38,Twitter for Android,0,0,330,neutral
87,national association home builder encourage new home base builder confidence market study,1334481020394102785,2020-12-03 12:54:03,Posting Platform,0,0,39,negative
88,south boston apartment rent 2 bedroom 2 bath boston 3 218 luxury south boston attraction modern a,1334355064169742338,2020-12-03 04:33:33,dlvr.it,0,4,1091,positive
132,downtown apartment rent 2 bedroom 2 bath boston 3 745 luxury heart boston attraction moder,1335008871501295616,2020-12-04 23:51:32,dlvr.it,0,4,560,neutral
133,perk job several boston property our ceo visit senior housing,1334984580110147585,2020-12-04 22:15:01,Twitter Web App,3,0,563,neutral
134,a two bedroom cape davison st hyde park sell 623k see property go every boston ne,1334980953727438850,2020-12-04 22:00:36,SocialFlow,0,0,460222,neutral
135,a two bedroom cape davison st hyde park sell 623k see property go every boston ne,1334980952741859328,2020-12-04 22:00:36,SocialFlow,0,0,12006,neutral
136,if want know urban versus suburban office versus virtual work debate play want h,1334976543869767681,2020-12-04 21:43:05,Twitter Web App,1,0,1571,neutral
137,downtown apartment rent 3 bedroom 2 bath boston 5 248 luxury heart boston attraction moder,1334970252547870721,2020-12-04 21:18:05,dlvr.it,0,4,560,neutral
138,boston property sue office tenant seek rent abatement,1334961716195512320,2020-12-04 20:44:10,Twitter for iPhone,0,0,17645,neutral
139,downtown apartment rent studio 1 bath boston 2 126 luxury heart boston attraction modern app,1334951747542941696,2020-12-04 20:04:33,dlvr.it,0,4,560,positive
140,boston city council discuss fund mbta police oversight residential property tax,1334939426523291648,2020-12-04 19:15:35,Twitter Web App,2,1,506,neutral
141,check property listing page lot beautiful boston real estate,1334936501273161731,2020-12-04 19:03:58,Hootsuite Inc.,0,0,13471,positive
142,citybizlist boston griffith property acquire boston dedham commerce park joint venture partner dune rea,1334914007153729538,2020-12-04 17:34:35,Twitter Web App,0,0,44,neutral
143,hm i wonder else provision office lease,1334910761605373952,2020-12-04 17:21:41,Twitter Web App,0,0,31,neutral
144,today head boston sir take blog feature amazing property thei,1334905805649416195,2020-12-04 17:02:00,Buffer,0,0,1450,neutral
145,5 star response billy hasson james harrison thank james michael outstan,1334902923021721600,2020-12-04 16:50:32,Twitter Web App,0,0,122,neutral
146,people abandon suburbs rapid rate go back financial center wfh zm pton amzn bubble,1334901288530796547,2020-12-04 16:44:03,Twitter for Android,0,0,330,negative
147,griffith property acquire industrial complex boston 76m,1334879818161283072,2020-12-04 15:18:44,Twitter Web App,0,0,889,negative
148,the median home price single family property condos massachusetts hit record highs october accor,1334877492151201792,2020-12-04 15:09:29,Hootsuite Inc.,0,0,198,positive
149,the pandemic boosting demand industrial real estate time office retail hospitality property,1334860060036567041,2020-12-04 14:00:13,True Anthem,0,0,63962,positive
150,i friend own property boston reason surge simple homo ea,1334854690698358784,2020-12-04 13:38:53,Twitter for iPhone,0,0,276,neutral
151,a provision lease entitle boston property tenant majority rent abate result,1334844973586505730,2020-12-04 13:00:16,True Anthem,0,0,39483,neutral
152,bxp boston property earn top esg rating 2020 gresb assessment,1334834968489431046,2020-12-04 12:20:31,stocktitan,0,0,2158,positive
153,boston property earn top esg rating 2020 gresb assessment,1334834481174212610,2020-12-04 12:18:34,dlvr.it,0,0,1460,positive
154,bxp boston property earn top esg rating 2020 gresb assessment from stock news alert app,1334834398638854145,2020-12-04 12:18:15,Stock News Alerts,0,0,3672,positive
155,so company mortgage trump property get loan correct,1334694652113465345,2020-12-04 03:02:57,Twitter for iPhone,4,1,44,neutral
156,a 1 million square foot amazon fulfillment center sell boston base cabot property inc,1334678873636794369,2020-12-04 02:00:15,True Anthem,0,0,63962,negative
157,a provision lease entitle boston property tenant majority rent abate result,1334648649956155392,2020-12-04 00:00:09,True Anthem,0,1,39483,neutral
209,seritage growth property boston omaha corporation tesla inc berkshire hathaway inc clarify,1335370109788033024,2020-12-05 23:46:58,Twitter for iPhone,0,0,26,neutral
210,ukpleast total reduction 13 46 address various location boston pe21 status reduce 03 12 2020 initial,1335348755621695492,2020-12-05 22:22:07,PropertyLion,0,0,2451,neutral
211,a three bedroom colonial pond st wilmington sell 685k see property go community,1335343259103670273,2020-12-05 22:00:17,SocialFlow,1,1,460222,neutral
212,a three bedroom colonial pond st wilmington sell 685k see property go community,1335343258302603265,2020-12-05 22:00:16,SocialFlow,0,0,12006,neutral
213,a provision lease entitle boston property tenant majority rent abate result,1335297937010798599,2020-12-05 19:00:11,True Anthem,0,0,39483,neutral
214,the pandemic boosting demand industrial real estate time office retail hospitality property,1335282869015613440,2020-12-05 18:00:18,True Anthem,0,0,63962,positive
215,smallbusinesssaturday boston hot tub centre sell brand new hot tub amp several stock install people,1335184643646128129,2020-12-05 11:30:00,Twitter Web App,1,0,365,positive
216,seven year ago 800 property boston flood tidal surge fast forward today barrier proj,1335131797454123010,2020-12-05 08:00:00,TweetDeck,5,2,4146,positive
217,a provision lease entitle boston property tenant majority rent abate result,1335101692518551553,2020-12-05 06:00:23,True Anthem,3,1,39483,neutral
218,bxp boston property earn top esg rating 2020 gresb assessment,1335045350231396352,2020-12-05 02:16:30,Blue Equity,0,0,179,positive
219,downtown apartment rent 1 bedroom 1 bath boston 2 438 luxury heart boston attraction modern,1335042978386116609,2020-12-05 02:07:04,dlvr.it,0,4,560,positive
220,downtown apartment rent 2 bedroom 2 bath boston 3 970 luxury heart boston attraction moder,1335036179683557377,2020-12-05 01:40:03,dlvr.it,0,4,560,neutral
221,downtown apartment rent 1 bedroom 1 bath boston 2 114 luxury heart boston attraction modern,1335019945319493632,2020-12-05 00:35:33,dlvr.it,0,4,560,positive
222,downtown apartment rent studio 1 bath boston 1 915 luxury heart boston attraction modern app,1335016420808118272,2020-12-05 00:21:32,dlvr.it,0,4,560,positive
223,a provision lease entitle boston property tenant majority rent abate result,1335011048991170561,2020-12-05 00:00:12,True Anthem,1,0,63962,neutral
301,check new house available boston area,1335731726279208962,2020-12-06 23:43:54,SocialFlow,0,0,439,positive
302,5 new property for sale in the boston area,1335730374345814016,2020-12-06 23:38:32,dlvr.it,0,0,439,positive
303,a four bedroom cape glezen lane wayland sell 864k see property go community west,1335705652904255488,2020-12-06 22:00:18,SocialFlow,1,0,460222,neutral
304,a four bedroom cape glezen lane wayland sell 864k see property go community west,1335705652438691840,2020-12-06 22:00:18,SocialFlow,0,0,12006,neutral
305,the number speak many slg slgreen property receive leed energy star certification,1335683174668652544,2020-12-06 20:30:59,Twitter for Android,0,0,330,positive
306,the pandemic boosting demand industrial real estate time office retail hospitality property,1335675406431752194,2020-12-06 20:00:07,True Anthem,2,0,63962,positive
307,follow i run there 23 property list boston 200k however 21,1335633148453896192,2020-12-06 17:12:12,Twitter Web App,3,0,3408,neutral
308,south boston apartment rent 3 bedroom 2 bath boston 5 915 luxury south boston attraction modern a,1335510678623305728,2020-12-06 09:05:33,dlvr.it,0,4,1091,positive
309,south boston apartment rent 1 bedroom 1 bath boston 2 990 luxury south boston attraction modern app,1335501869725020161,2020-12-06 08:30:32,dlvr.it,0,4,1091,positive
310,south boston apartment rent 2 bedroom 2 bath boston 5 957 luxury south boston attraction modern a,1335434675439894529,2020-12-06 04:03:32,dlvr.it,0,4,1091,positive
311,downtown apartment rent 2 bedroom 2 bath boston 2 720 luxury heart boston attraction moder,1335419576998236161,2020-12-06 03:03:32,dlvr.it,0,4,560,neutral
312,a provision lease entitle boston property tenant majority rent abate result,1335403671497084929,2020-12-06 02:00:20,True Anthem,0,0,63962,neutral
400,search next boston condo home sign list alert property fit search,1336096919475675137,2020-12-07 23:55:03,Hootsuite Inc.,0,0,748,positive
401,griffith property jv buy boston industrial asset 76m,1336078538382962689,2020-12-07 22:42:01,Buffer,0,0,469,neutral
402,healthpeak property invest 720m cambridge lab office buy via,1336077759974617088,2020-12-07 22:38:55,Twitter Web App,3,0,5052,neutral
403,denver reit healthpeak property deepen portfolio west cambridge 720 million acquisition,1336068052069310465,2020-12-07 22:00:21,True Anthem,0,0,63962,neutral
404,healthpeak property invest 720m cambridge lab office buy,1336066393633067008,2020-12-07 21:53:45,Twitter for iPhone,0,0,17645,neutral
405,healthpeak property purchase four lifescience office building two parking garage cambridge,1336054506082029568,2020-12-07 21:06:31,Twitter for Android,0,1,2239,neutral
406,do know city no willingness act owner demolish property neglect,1336053437864308748,2020-12-07 21:02:16,Twitter Web App,17,2,5184,neutral
407,join u dec 14 coe enterprise d c area icon webinar rappaport ceo gary d rappaport dis,1336052900636798983,2020-12-07 21:00:08,AgoraPulse Manager,0,0,357,neutral
408,denver reit healthpeak property peak deepen portfolio west cambridge 720 million acquisit,1336043744727093248,2020-12-07 20:23:45,Twitter Web App,1,0,3148,neutral
409,sale image dan neidich date 12 03 2020 address 65 sprague street market boston ma asset type industrial,1336030805718659076,2020-12-07 19:32:20,Zapier.com,0,0,44,neutral
410,griffith property jv buy boston industrial asset 76m,1335985423072571392,2020-12-07 16:32:00,Buffer,0,0,290,neutral
411,take advantage exclusive offering lead edge luxury property great boston digital e magazine th,1335980478206267399,2020-12-07 16:12:21,HubSpot,0,1,598,positive
412,it freeze boston homeless man break empty mansion warmth it happen tom brady h,1335964334464372740,2020-12-07 15:08:13,Twitter for iPhone,4,5,426,negative
413,gti property seek liquor license sowa power station new restaurant pho thayer street abutter,1335947170051203076,2020-12-07 14:00:00,TweetDeck,0,0,4681,positive
414,a six bedroom colonial seneca road canton sell 875k see property go community,1335886800615780353,2020-12-07 10:00:07,SocialFlow,2,0,460222,neutral
415,a six bedroom colonial seneca road canton sell 875k see property go community,1335886799642783744,2020-12-07 10:00:07,SocialFlow,0,0,12006,neutral
416,a provision lease entitle boston property tenant majority rent abate result,1335796199090221056,2020-12-07 04:00:06,True Anthem,0,0,63962,neutral
417,south boston apartment rent studio 1 bath boston 2 067 luxury south boston attraction modern applia,1335744218074030080,2020-12-07 00:33:33,dlvr.it,0,4,1091,positive
499,downtown apartment rent 2 bedroom 2 bath boston 4 142 luxury heart boston attraction moder,1336381799853826048,2020-12-08 18:47:04,dlvr.it,0,4,560,neutral
500,charlestown apartment rent 2 bedroom 2 bath boston 2 920 luxury historic charlestown attraction m,1336359774091243530,2020-12-08 17:19:33,dlvr.it,0,4,560,neutral
501,linden same de i would take chase podium boston final stretch wilson ch,1336337066230120449,2020-12-08 15:49:19,Twitter for iPhone,1,0,438,neutral
502,bulfinch harrison street sell cambridge discovery park for 720m,1336316728868024320,2020-12-08 14:28:30,Twitter Web App,0,0,128,neutral
503,princeton maybe look harder there ton property 200ish amp several bedroom you,1336316558486933504,2020-12-08 14:27:49,Twitter Web App,0,0,1063,negative
504,white ppl buying property boston,1336118299248226305,2020-12-08 01:20:01,Twitter for iPhone,0,0,1330,neutral
