,text,id,createdate,source,likes,retweets,followers,sentiment
16,gww w w grainger inc sec file form 8 k,1334470626065657858,2020-12-03 12:12:45,StockTexts,0,0,1746,negative
17,a new filing form 8 k press news current report make sec gww w w grainger inc,1334469485323927554,2020-12-03 12:08:13,Edgar Filings,1,0,3584,positive
18,gww grainger grainger announces cfo leadership transition from stock news alert app,1334463770630959104,2020-12-03 11:45:30,Stock News Alerts,0,0,3672,neutral
19,gww grainger announces cfo leadership transition,1334463768219160578,2020-12-03 11:45:30,stocktitan,0,0,2158,neutral
20,gww new insider filing w w grainger inc director beatriz r perez,1334387998406926337,2020-12-03 06:44:25,Insider Alerts,0,0,4512,positive
21,gww new insider filing w w grainger inc director brian p anderson,1334368359962595331,2020-12-03 05:26:23,Insider Alerts,0,0,4512,positive
22,gww new insider filing w w grainger inc director stuart l levenick,1334342688485814273,2020-12-03 03:44:22,Insider Alerts,0,0,4512,positive
23,gww new insider filing w w grainger inc director steven andrew white,1334340177838354432,2020-12-03 03:34:23,Insider Alerts,0,0,4512,positive
24,gww new insider filing w w grainger inc director neil s novich,1334328849488875522,2020-12-03 02:49:23,Insider Alerts,0,0,4512,positive
25,gww new insider filing w w grainger inc director rodney c adkins,1334309978967040001,2020-12-03 01:34:23,Insider Alerts,0,0,4512,positive
26,gww new insider filing w w grainger inc director michael james robert,1334305957518725122,2020-12-03 01:18:25,Insider Alerts,0,0,4512,positive
27,gww new insider filing w w grainger inc director v ann hailey,1334303685447475200,2020-12-03 01:09:23,Insider Alerts,0,0,4512,positive
28,n e w l i s t i n g 388 800 321 13728 108 avenue surrey bc gorgeous condo downtown surrey adam grainger,1334292536014172160,2020-12-03 00:25:05,Twitter for iPhone,1,0,393,positive
29,n e w l i s t i n g 789 900 1205 beach grove tsawwassen bc don miss great opportunity susan gr,1334291574503526401,2020-12-03 00:21:15,Twitter for iPhone,1,0,230,positive
30,gww new insider filing w w grainger inc director lucas e watson,1334264935963107335,2020-12-02 22:35:24,Insider Alerts,0,0,4512,positive
31,gww new insider filing w w grainger inc director ernest scott santi,1334261415616663560,2020-12-02 22:21:25,Insider Alerts,0,0,4512,positive
32,gww new insider filing w w grainger inc director susan slavik williams,1334260403317190663,2020-12-02 22:17:24,Insider Alerts,0,0,4512,positive
33,gww grainger 4 statement change beneficial ownership sec file from stock news alert app,1334255758314262533,2020-12-02 21:58:56,Stock News Alerts,0,0,3672,negative
34,live q amp a return community rugby steve grainger get question,1334210860768661505,2020-12-02 19:00:32,Periscope,3,3,6466,positive
35,reversaltodown gww w w grainger inc tradeideas via,1334205458286923776,2020-12-02 18:39:04,dlvr.it,0,0,143643,neutral
36,sblaar2020 today 2 amaze overlap panel 4 530pm af be performer w vaughn booker,1334161483287191554,2020-12-02 15:44:19,Twitter Web App,6,2,620,neutral
37,congrats koreen ryan appoint assistant general counsel corporate amp security w w grainger,1334098444940611585,2020-12-02 11:33:50,Twitter Web App,0,0,18,positive
38,please take notice w still no engage tiltman plac,1334070459437113344,2020-12-02 09:42:38,Twitter Web App,0,0,12,neutral
39,rbc capital stick their sell rating w w grainger,1333952792503996418,2020-12-02 01:55:04,FP News Publisher - COM,1,0,63025,neutral
40,hawk pick 4 link twomey afl final phantom form guide player rank 2 8 2 tall f l mcdona,1333939735807418369,2020-12-02 01:03:11,Twitter for Android,2,0,728,negative
41,check w w grainger inc kansas city thermometer via,1333936122314039303,2020-12-02 00:48:49,Twitter Web App,0,0,63,neutral
42,israel not e learn w w grainger inc dance,1333885990306525187,2020-12-01 21:29:37,"Cheap Bots, Done Quick!",0,0,18,neutral
43,runquist w w grainger sale yesterday i miss arrrgh,1333805173538385924,2020-12-01 16:08:28,Twitter Web App,1,0,510,neutral
44,check w w grainger inc kansas city thermometer via,1333739794137051136,2020-12-01 11:48:41,Twitter Web App,0,1,63,neutral
45,w w grainger inc share close 52 week high market mover gww stockmarket kwhenfinance,1333641150490664965,2020-12-01 05:16:42,Ayrshare,0,0,187,positive
46,check w w grainger inc kansas city thermometer via,1333504709831913475,2020-11-30 20:14:32,Twitter Web App,0,0,63,neutral
47,check w w grainger inc kansas city thermometer via,1333136059216093184,2020-11-29 19:49:39,Twitter Web App,0,0,63,neutral
48,w w grainger inc vote,1333124708053749761,2020-11-29 19:04:33,"Cheap Bots, Done Quick!",0,0,3,neutral
49,how trade what investor think w w grainger gww click detail,1333121686862921728,2020-11-29 18:52:33,dlvr.it,0,0,1511,neutral
50,today use discount code museumstoresunday checkout store online enjoy 15 london free pres,1333084689586737153,2020-11-29 16:25:32,Twitter Web App,1,0,689,positive
51,today use discount code museumstoresunday checkout store online enjoy 15 gift idea,1333070910253883397,2020-11-29 15:30:46,Buffer,6,1,10325,positive
52,today use discount code museumstoresunday checkout store online enjoy 15 gift idea,1333070910253883397,2020-11-29 15:30:46,Buffer,6,1,10325,positive
