,text,id,createdate,source,likes,retweets,followers,sentiment
32,business eaton corporation,1333184831187017729,2020-11-29 23:03:27,Twitter for iPhone,1,1,146,neutral
33,sorry lazy someone explain eaton corporation,1333184707224334336,2020-11-29 23:02:58,Twitter Web App,8,1,263,negative
34,have start listen yet check hot indie artsit nowplaying i wonder real chuck eaton,1333184645421273092,2020-11-29 23:02:43,TMV Cafe Radio's Now Playing ,0,0,614,positive
35,oliva trent look like athlete much bet,1333184601779564553,2020-11-29 23:02:33,Twitter for Android,0,0,691,positive
36,lol thanks suggestion i check,1333184416512925697,2020-11-29 23:01:48,Twitter for Android,0,0,1430,positive
37,eaton power company keep grasping straw,1333184222606069760,2020-11-29 23:01:02,Twitter for Android,0,0,8,neutral
38,i but merv let sod i want everything,1333184194432933888,2020-11-29 23:00:55,Twitter Web App,1,0,428,neutral
39,author mine nikol popovics fun channel great one and i mention,1333184070419943426,2020-11-29 23:00:26,Twitter Web App,2,0,3357,positive
40,writingcommmunity fav write related youtube channel,1333183655653601280,2020-11-29 22:58:47,Twitter for Android,0,0,1430,neutral
41,they could not call anyone week any new player quarantine week could n,1333183038411337729,2020-11-29 22:56:20,Twitter for iPhone,0,0,2,positive
42,on episode the relationship capital podcast andrew eaton share journey u listen conver,1333182970686038018,2020-11-29 22:56:04,Sprout Social,0,0,189,neutral
43,great i dmed,1333182900989210633,2020-11-29 22:55:47,Twitter for Android,0,0,1430,positive
44,eaton please please please tv gold,1333182597342621701,2020-11-29 22:54:35,Twitter for iPhone,1,0,13,neutral
45,eaton the heart fan,1333182094990839811,2020-11-29 22:52:35,Twitter for Android,1,0,197,neutral
46,23 piss,1333181886617825280,2020-11-29 22:51:45,Twitter for iPhone,1,0,566,neutral
47,eaton didn say win something get premier league,1333181833614405634,2020-11-29 22:51:33,Twitter for iPhone,1,0,407,positive
48,eaton i reminisce bump literally terence stamp covent garden 1980s th,1333181796150808579,2020-11-29 22:51:24,Twitter for iPhone,3,0,4046,neutral
49,round 4 regional semi final match detail eaton home v guyer visitor location coppell high school main gym,1333181774403411968,2020-11-29 22:51:18,Twitter Web App,63,16,888,positive
51,eaton agree,1333181361994276864,2020-11-29 22:49:40,Twitter for Android,1,0,6021,neutral
52,still get him in the premier league,1333181256545280003,2020-11-29 22:49:15,Twitter for iPhone,1,0,428,neutral
53,jar goff offensive line,1333181180280238080,2020-11-29 22:48:57,Twitter for iPhone,0,0,159,neutral
54,eaton up shame merv seem feel last leg,1333181145404600321,2020-11-29 22:48:49,Twitter for Android,1,0,6021,neutral
55,best final tv murph year,1333180846296195078,2020-11-29 22:47:37,Twitter for iPhone,0,0,428,positive
56,i think i safely say everyone dart think give mervyn king a premier league spot immediately dart pcf,1333180796354654208,2020-11-29 22:47:25,Twitter for iPhone,6,1,428,positive
57,be different tv watch sofa,1333179910622486529,2020-11-29 22:43:54,Twitter for iPhone,2,0,28,neutral
58,eaton appreciate look forward,1333179570556702722,2020-11-29 22:42:33,Twitter for iPhone,1,0,733,neutral
59,author i love,1333179204746293254,2020-11-29 22:41:06,Twitter Web App,2,0,160,positive
60,hey jake thanks reach our team fredrick farm llc schedule,1333179113562017792,2020-11-29 22:40:44,Twitter for iPhone,3,0,780,positive
61,this best tv final i see year pcf,1333178882304958465,2020-11-29 22:39:49,Twitter for iPhone,2,0,428,positive
62,oh mervynnnnnnnn pcf,1333177448662519812,2020-11-29 22:34:07,Twitter for iPhone,0,0,428,neutral
63,that astonish and probably game pcf,1333176982100717572,2020-11-29 22:32:16,Twitter for iPhone,1,0,428,negative
64,walt disney studio kem weber animator desk display walt disney the man the studio the park aucti,1333176426309292034,2020-11-29 22:30:03,Hootsuite Inc.,2,0,42224,neutral
65,just post photo long eaton,1333175057808502784,2020-11-29 22:24:37,Instagram,0,0,112,negative
66,eaton hmmm i think abt,1333174112160804865,2020-11-29 22:20:52,Twitter for iPhone,1,0,713,neutral
67,work do we save whole thread library revisit remember stats 1 sav,1333173676150239235,2020-11-29 22:19:08,Readwise,0,0,21135,positive
68,save thread,1333173622521946113,2020-11-29 22:18:55,Twitter Web App,0,0,140,neutral
69,what actual not okay,1333172647601979393,2020-11-29 22:15:02,Twitter for iPhone,0,0,190,negative
70,with dad i meet important folk mayor corradini huntsman sr larry miller mark eaton kar,1333171530759512064,2020-11-29 22:10:36,Twitter for iPhone,1,0,327,positive
71,basket still not open red wolf eaton get 2 free throw go get score go sta,1333170050791051265,2020-11-29 22:04:43,Twitter for iPhone,0,0,131,positive
72,old tim eaton fuller gotten message,1333169962433777664,2020-11-29 22:04:22,Twitter for iPhone,0,0,284,positive
73,pretty much fall 2021 thing really start change feel like hope,1333169143047188483,2020-11-29 22:01:07,Twitter Web App,42,0,15019,positive
74,really like i see wesley he unique skill set help team he able,1333169107840200704,2020-11-29 22:00:59,Twitter for iPhone,0,0,423,positive
75,just post photo eaton centre mall,1333168902990405640,2020-11-29 22:00:10,Instagram,0,0,187,neutral
76,jake dart eaton i see price win i think mvg hold top sp,1333168721347698690,2020-11-29 21:59:26,Twitter for Android,2,0,197,positive
77,mvg obviously love 146 although last time hit missed eight match dart not suggest,1333168709226147840,2020-11-29 21:59:24,Twitter for iPhone,1,0,428,positive
78,ohhhhh mervvvvvvvv dart,1333168184329981955,2020-11-29 21:57:18,Twitter for iPhone,2,0,428,neutral
79,navigate model often part work large cross disciplinary team some group familiar wi,1333167906797006850,2020-11-29 21:56:12,Twitter Web App,2,0,591,positive
80,eaton if mvg win good mvg wright,1333167900937646083,2020-11-29 21:56:11,Twitter for Android,1,0,2223,positive
81,jake dart eaton well yeah i look positive not many find haha,1333165950829465601,2020-11-29 21:48:26,Twitter for Android,0,0,197,positive
82,thanks it super fun pursue hunch see work way,1333165664828338176,2020-11-29 21:47:18,Twitter Web App,0,0,1485,positive
83,eaton surely wright go world no 1 spot vital,1333165436964376577,2020-11-29 21:46:23,Twitter for Android,0,0,2223,positive
84,there no uncertainty rhubarb can wait next season eaton mess replace,1333165405125439488,2020-11-29 21:46:16,Twitter for iPhone,1,1,22,negative
85,eton there eaton norwich,1333165339908206593,2020-11-29 21:46:00,Twitter for Android,1,0,7392,neutral
86,eaton the plus point mvg final price gain money peter wright,1333165066255032321,2020-11-29 21:44:55,Twitter for Android,0,0,197,neutral
87,score leader willis 7 wesley 5 fantina 3 rebound leader omier 4 eaton 2 felt 2 holland 2,1333165004577652740,2020-11-29 21:44:40,TweetDeck,6,1,5084,neutral
88,eaton didn know fair i surprise though it great entertainmen,1333164410567790600,2020-11-29 21:42:19,Twitter for iPhone,0,0,2601,positive
89,only way final i love,1333164123148984320,2020-11-29 21:41:10,Twitter for iPhone,0,0,428,positive
90,what great piece i noodling around obsidian bit excite see do,1333164009684602880,2020-11-29 21:40:43,Twitter Web App,1,0,15019,positive
91,rip parisian biscuit store use spot montreal eaton center replace,1333163146656296966,2020-11-29 21:37:17,Twitter for iPhone,2,0,730,negative
92,this pitching advice pitmad if never write pitch want get,1333162882171875328,2020-11-29 21:36:14,Twitter Web App,2,0,1430,neutral
93,play eaton class 6a region i semifinal 6 p tuesday coppell hs main gy,1333162855307370499,2020-11-29 21:36:08,Twitter for iPhone,34,7,3707,positive
94,eaton maybe semi final i rather not either win tournament,1333162770657894402,2020-11-29 21:35:48,Twitter for iPhone,0,0,2601,positive
95,no eaton school place keep spew elitist entitle,1333162377265733645,2020-11-29 21:34:14,Twitter for Android,2,1,66,neutral
96,double future wallet u premium amp ta xrp xrp btc bitcoin xtz tezos,1333162348727689219,2020-11-29 21:34:07,Twitter for Android,4,0,8163,neutral
97,this great post show useful lightweight tool develop good model not everything,1333162348224372739,2020-11-29 21:34:07,Twitter Web App,3,2,15019,positive
98,eaton it one game know go end,1333162192624111619,2020-11-29 21:33:30,Twitter for Android,0,0,197,negative
99,help how be these so specific and realistic,1333162172520796161,2020-11-29 21:33:25,Twitter for iPhone,1,0,405,positive
100,this good tip writingcommunity,1333162086504026114,2020-11-29 21:33:05,Twitter Web App,0,0,1430,positive
101,sunday write model day i post piece today today,1333161258506444803,2020-11-29 21:29:47,Twitter Web App,2,0,1485,neutral
102,eaton real quick lol,1333161011516502016,2020-11-29 21:28:48,Twitter for iPhone,0,0,777,positive
103,anyone else interested swap first three chapter prep pitmad querying,1333160742770651137,2020-11-29 21:27:44,Twitter Web App,3,0,1430,positive
104,ukpleastmids total reduction 11 63 address curzon street long eaton status reduce 25 11 2020 initial,1333160736227471365,2020-11-29 21:27:43,PropertyLion,0,0,2451,negative
105,ukpleastmids total reduction 11 11 address widdowson road long eaton nottingham ng10 status reduce yes,1333160706288611331,2020-11-29 21:27:35,PropertyLion,0,0,2451,negative
106,again rain,1333160320332918784,2020-11-29 21:26:03,Twitter for iPhone,0,0,405,neutral
107,i get tire hear announcer call marquis marcus eaton,1333159904606101509,2020-11-29 21:24:24,Twitter for iPhone,3,0,118,neutral
108,marquis eaton 5 point away 1000 career point,1333159873757011973,2020-11-29 21:24:17,Twitter for iPhone,0,0,131,neutral
109,eaton first basket game red wolf take lead 11 10,1333159751409143809,2020-11-29 21:23:48,Twitter for iPhone,0,0,131,negative
110,crazy character look different cole first movie eaton hello that s talent,1333159616000233474,2020-11-29 21:23:16,Twitter for Android,0,0,2047,negative
111,not 6x24 ftw,1333158944995495937,2020-11-29 21:20:36,Twitter Web App,1,0,1043,neutral
112,we help individual family heal disease addiction prevention substance use disord,1333158736035246082,2020-11-29 21:19:46,Twitter Web App,0,0,505,neutral
113,sufnell eaton,1333158588680900612,2020-11-29 21:19:11,Integromat,0,0,0,neutral
114,oh no 127 eaton,1333158254495592448,2020-11-29 21:17:51,Twitter for Android,0,0,78,neutral
115,that embarrass,1333158246283145217,2020-11-29 21:17:49,Twitter for iPhone,0,0,159,neutral
116,lesbian cinema exist clea duvall portrayal graham eaton cheerleader 1999,1333157934403096579,2020-11-29 21:16:35,Twitter for iPhone,4,0,1167,neutral
117,if choose help u live 1110 eaton st hammond in 46320 need move not ok live hammond,1333157073538969604,2020-11-29 21:13:09,Twitter for Android,0,0,738,positive
118,a totally unique pearl ring design make eaton amp jones in stock tenterden kent jeweller,1333156399862472713,2020-11-29 21:10:29,Twitter for iPhone,0,0,417,positive
119,and big bellend 2020 award go laurence fox,1333156247135252484,2020-11-29 21:09:52,Twitter for iPhone,1,0,443,neutral
120,eaton near norwich,1333156128100855808,2020-11-29 21:09:24,Twitter for iPad,2,0,2069,positive
121,just read james sadler technician department become famous balloonist his fi,1333155804355194883,2020-11-29 21:08:07,Twitter for iPad,4,0,371,positive
122,eaton ignore just brainfart of course meet final i thinking,1333155567637032974,2020-11-29 21:07:10,Twitter for Android,1,0,6978,neutral
123,etn crush onwards amp upwards altcoins electroneum number 1,1333155502193217536,2020-11-29 21:06:55,Twitter for Android,41,4,184,neutral
124,nfc east race comedy every year whether team good not,1333155379673509890,2020-11-29 21:06:26,Twitter for iPhone,0,0,1084,positive
125,cook sheesh,1333154937807761409,2020-11-29 21:04:40,Twitter for iPhone,0,0,1084,neutral
126,eaton yep 1 amp 4 2 amp 3,1333154202193965058,2020-11-29 21:01:45,Twitter for iPhone,1,0,5708,neutral
127,get stock new pen quickly,1333153922828165122,2020-11-29 21:00:38,Twitter for Android,1,0,2387,positive
128,i hear it click people not others get alignment prop name,1333153709258366976,2020-11-29 20:59:47,Twitter Web App,3,0,15019,neutral
129,blimey terence stamp,1333153707798761473,2020-11-29 20:59:47,Twitter for Android,5,0,2387,neutral
130,eaton can meet final,1333153619986837504,2020-11-29 20:59:26,Twitter for Android,0,0,6978,neutral
131,yep hopefully eaton student get indoctrinated marxist leave wing woke bullshit,1333153258404241408,2020-11-29 20:58:00,Twitter Web App,2,0,1309,neutral
132,alternet system inc alyi confirmation of insider buying a new share buy back program announce,1333152014260322305,2020-11-29 20:53:03,Twitter Web App,0,0,1518,positive
133,this street eaton park road would probably prefer walk along public right way th,1333151868411899905,2020-11-29 20:52:28,Twitter for Android,0,0,1024,positive
134,another day another cam newton turnover late 4th quarter,1333151857976414210,2020-11-29 20:52:26,Twitter for iPhone,0,0,159,negative
135,no one rate book badly like author opinion unless opinion,1333151797561741321,2020-11-29 20:52:11,Twitter for Android,7,0,1430,negative
136,i get 5 monday lake highland vs irving wednesday keller timber creek v nw eaton thursday allen v,1333151528803332098,2020-11-29 20:51:07,Twitter Web App,4,1,1354,neutral
137,i cry tweet,1333150764148154375,2020-11-29 20:48:05,Twitter for iPhone,1,0,382,neutral
138,eaton i love powell that fair i not bandwagon yet go cat,1333149965728833544,2020-11-29 20:44:55,Twitter for iPhone,0,0,871,positive
139,have get hold twitter account,1333148857220390913,2020-11-29 20:40:30,Twitter for iPhone,1,0,428,neutral
140,this meme chan gailey tua qb,1333148664471171072,2020-11-29 20:39:44,Twitter for iPhone,2,0,646,neutral
141,eaton it one game i would rather neither,1333148372568600578,2020-11-29 20:38:35,Twitter for Android,0,0,197,negative
142,another one a map not territory represent correct simila,1333148325143584768,2020-11-29 20:38:24,Twitter for iPhone,2,0,2961,neutral
143,a d e f,1333148247842562050,2020-11-29 20:38:05,Twitter for iPhone,0,0,129,neutral
144,really this quality,1333147614687203330,2020-11-29 20:35:34,Twitter Web App,0,0,428,positive
145,this fine thread content domain model,1333147477185269767,2020-11-29 20:35:01,Twitter for iPhone,4,0,2961,positive
146,eaton i would rather not fair,1333147296767283201,2020-11-29 20:34:18,Twitter for Android,0,0,197,negative
147,can imagine watch two go 13 set sunday 3 january 2021 sign dart pcf,1333146745883201538,2020-11-29 20:32:07,Twitter Web App,4,0,428,neutral
148,eaton chspt2ultra ultimate surge protection 3rd edition 2 38 length 5 25 width 7 5 height,1333146580090720257,2020-11-29 20:31:28,Twitter Web App,0,0,35,neutral
149,there rub,1333146459349397505,2020-11-29 20:30:59,Twitter for iPhone,0,0,400,neutral
151,walt disney relate item display walt disney the man the studio the park auction medium preview,1333146232861155329,2020-11-29 20:30:05,Hootsuite Inc.,4,0,42224,neutral
152,lax peep check attack olivia eaton 2024 dynasty elite bravo,1333146201739440131,2020-11-29 20:29:57,Twitter for Android,1,0,378,neutral
153,i midst teach team use content model precursor website design develo,1333145981064507394,2020-11-29 20:29:05,Twitter Web App,8,0,3728,neutral
154,capital varsity boys fall huron 2 1 huron rooster cup tournament oahe sog 27 eaton 42 save gocaps,1333145912865124356,2020-11-29 20:28:48,Twitter for iPhone,1,0,496,neutral
155,exactly all model wrong useful good mantra i pretty sure i,1333145906988912640,2020-11-29 20:28:47,Twitter Web App,1,0,15019,positive
156,this thread content design best,1333145712201248768,2020-11-29 20:28:01,Twitter Web App,0,0,1036,positive
157,2days sock courtesy 2020socks sockking,1333145659449413640,2020-11-29 20:27:48,Twitter for iPhone,0,0,253,neutral
158,dolphin offense devoid talent want two udfa rb back turn two udfa,1333145656383377409,2020-11-29 20:27:47,Twitter for iPhone,1,0,646,negative
159,this fuzziness temptation get model perfect keep use at every stage aimi,1333144912607539210,2020-11-29 20:24:50,Twitter Web App,5,1,3728,positive
160,hola please find unroll because evergreen i find write another exp,1333144693463523329,2020-11-29 20:23:58,ThreadReaderApp,1,0,433154,neutral
161,unroll,1333144671917281280,2020-11-29 20:23:53,Twitter for iPhone,2,0,1108,neutral
162,eaton shit play defense like rest season nit bound let hope,1333143616559210497,2020-11-29 20:19:41,Twitter for iPhone,0,0,408,negative
163,i take young core get cook 27 1 team country day week lol,1333142946116481026,2020-11-29 20:17:01,Twitter for iPhone,1,0,325,positive
164,omg this bane existence,1333142888729874433,2020-11-29 20:16:47,Twitter Web App,14,0,8116,neutral
165,it seem eaton churn,1333142747679764488,2020-11-29 20:16:14,Twitter for Android,0,0,66,neutral
166,if get premier league i buy ticket every evening maybe merv prem 2021 need,1333142357269749760,2020-11-29 20:14:41,Twitter for iPhone,2,0,428,neutral
167,tough time eaton boys everyone kick back china dodgy deal tax payer money,1333141960740253696,2020-11-29 20:13:06,Twitter for Android,1,0,32,negative
168,eaton would love see win one would love see back premier league,1333141949314981889,2020-11-29 20:13:03,Twitter for Android,0,0,6021,positive
169,eaton ha give u time young team always i not overly disappointed nov lose youthf,1333141739226456067,2020-11-29 20:12:13,Twitter for iPhone,0,0,871,negative
170,eaton rapid joe old men care tree,1333141733555777540,2020-11-29 20:12:12,Twitter Web App,0,0,36916,positive
171,the oral therapy firdapse widely available canada treat adult lambert eaton myasthenic syndr,1333141692791263233,2020-11-29 20:12:02,Buffer,0,0,6,positive
172,who carnt wait scene,1333141336304852992,2020-11-29 20:10:37,Twitter for iPhone,0,0,358,neutral
173,we allow believe one conspiracy theory mine chan gailey sabotage tua buddy,1333141039201267712,2020-11-29 20:09:26,Twitter for iPhone,6,2,646,neutral
174,week most significant insider trade week november 23 2020 bmy duk emr etn jpm kdp sbux syy,1333140432314884097,2020-11-29 20:07:02,Buffer,1,0,7309,positive
175,these tweet always comeback haunt people boat brotha lol,1333140080895127559,2020-11-29 20:05:38,Twitter for iPhone,1,0,325,positive
176,the merverts fun old time today if win i think would drink,1333139587598868480,2020-11-29 20:03:40,Twitter for iPhone,2,0,428,positive
177,get love merv,1333139328302784512,2020-11-29 20:02:39,Twitter for iPhone,1,0,428,positive
178,eaton cute,1333138120867520514,2020-11-29 19:57:51,Twitter for iPhone,1,0,2431,positive
179,this be a book chapter jeff,1333137821868109828,2020-11-29 19:56:39,Twitter for iPhone,0,0,55095,neutral
180,jeff give way game,1333137692301914112,2020-11-29 19:56:09,Twitter for iPhone,6,1,55095,negative
181,we always look new trader if think start new business want extend existi,1333137586349613058,2020-11-29 19:55:43,Twitter for iPhone,5,3,2695,positive
182,quality player,1333136965189971972,2020-11-29 19:53:15,Twitter for iPhone,1,0,564,neutral
183,it complicate distinction fuzzy sometimes temptation collapse one perfe,1333136704757231621,2020-11-29 19:52:13,Twitter Web App,15,0,15019,neutral
184,lead confusion editor change tweak something conceptually part content model,1333136325806088194,2020-11-29 19:50:43,Twitter Web App,4,0,15019,neutral
185,and demonstrate connect domain model might impact description pr,1333135747206025220,2020-11-29 19:48:25,Twitter Web App,4,0,15019,neutral
186,me rn,1333135654717435904,2020-11-29 19:48:03,Twitter for iPhone,0,0,405,neutral
187,warmington of course much racist jerk actually name poc business,1333135208401481730,2020-11-29 19:46:16,Twitter Web App,1,0,283,positive
188,so see web page often mix two different system manage content additional bi,1333134477586030599,2020-11-29 19:43:22,Twitter Web App,6,0,15019,neutral
189,but large scale tool system support say product description promotional copy custome,1333134204121608193,2020-11-29 19:42:17,Twitter Web App,5,1,15019,positive
190,in simple scenario lot distinction unnecessary complication add stock checkbox,1333133873715302402,2020-11-29 19:40:58,Twitter Web App,6,1,15019,negative
191,2a championship note eaton 1 6 time final lone crown coming 2000 that win start fou,1333133848079523840,2020-11-29 19:40:52,Twitter Web App,10,4,17902,positive
192,indeed they absolutely not separate not,1333132702116163584,2020-11-29 19:36:19,Twitter Web App,0,0,15019,negative
193,i look lyric everywhere convince someone troll,1333132626740318209,2020-11-29 19:36:01,Twitter Web App,3,0,15019,positive
194,im tire want cry fall asleep,1333132468795400193,2020-11-29 19:35:23,Twitter for iPhone,0,0,405,neutral
195,so domain model content model data model concept product con,1333132459014238208,2020-11-29 19:35:21,Twitter Web App,8,0,15019,neutral
196,eaton i say i 18 i say i pussy,1333132252331581446,2020-11-29 19:34:32,Twitter for iPhone,1,0,887,neutral
197,content model might care final number many stock less th,1333132082139303937,2020-11-29 19:33:51,Twitter Web App,6,0,15019,positive
198,a data model might account say outstanding order incoming stock current stock hand,1333132042406662148,2020-11-29 19:33:41,Twitter Web App,7,0,15019,positive
199,say girl afraid sourz shot,1333131927243661317,2020-11-29 19:33:14,Twitter for iPhone,0,0,45,negative
200,eaton because i mature twenny year old xxx act like oap,1333131735723339778,2020-11-29 19:32:28,Twitter for iPhone,1,0,887,positive
201,jesse nail tricky part concern three interlink data model deal,1333131608203948034,2020-11-29 19:31:58,Twitter Web App,7,0,15019,neutral
202,a content model might specific picture even say picture caption copyright information multipl,1333131163205033986,2020-11-29 19:30:12,Twitter Web App,6,0,15019,neutral
203,the walt disney auction catalog walt disney the man the studio the park auction medium preview,1333131131705831435,2020-11-29 19:30:04,Hootsuite Inc.,0,0,42224,neutral
204,the data model often fussy detail matter model like domain content split,1333130987618885639,2020-11-29 19:29:30,Twitter Web App,8,0,15019,neutral
205,in bless make sense content v domain model snafu,1333130752033222659,2020-11-29 19:28:34,Twitter for Android,2,0,4015,neutral
206,what,1333130724141113348,2020-11-29 19:28:27,Tweetbot for iΟS,0,0,49378,neutral
207,try understand but run car part business maybe data model content model tightly link,1333130626275237889,2020-11-29 19:28:04,Twitter for iPhone,2,0,1828,negative
208,finally data model it nut bolt view content critical business information,1333130234783297540,2020-11-29 19:26:30,Twitter Web App,12,1,15019,neutral
209,but they not not everything domain model need talk communicate,1333129897229815815,2020-11-29 19:25:10,Twitter Web App,9,0,15019,neutral
210,you act,1333129786093408261,2020-11-29 19:24:44,Twitter for iPhone,1,0,45,neutral
211,it direct relationship domain model they often overlap domain item must often explain,1333129429489512453,2020-11-29 19:23:18,Twitter Web App,8,0,15019,positive
212,a content model capture thing like when sell thing send to explain news,1333128954258071559,2020-11-29 19:21:25,Twitter Web App,9,0,15019,neutral
213,support material guide faqs use support product service it message meant co,1333128615119220746,2020-11-29 19:20:04,Twitter Web App,9,0,15019,negative
214,a content model shape affected domain not thing broadly content stuff,1333128241482182662,2020-11-29 19:18:35,Twitter Web App,12,2,15019,positive
215,a good domain model help team understand various move piece project organization indu,1333127789235605504,2020-11-29 19:16:47,Twitter Web App,18,4,15019,positive
216,a company might use domain model answer question like what relationship fulfillment proc,1333127409030324224,2020-11-29 19:15:17,Twitter Web App,8,0,15019,neutral
217,a domain model describe different element particular sphere knowledge activity not,1333127006662381568,2020-11-29 19:13:41,Twitter Web App,12,2,15019,positive
218,because evergreen i find write another explanation distinction domain model,1333126544848523264,2020-11-29 19:11:51,Twitter Web App,114,18,15019,neutral
219,liblgpp embeddable stack base vm interpreter via eaton compiler,1333126186344476673,2020-11-29 19:10:25,Lobste.rs,1,0,3541,negative
220,final time weekend join find crowned 2020 player championship final winner,1333125219276427264,2020-11-29 19:06:35,Twitter Web App,1,0,428,neutral
221,nigga tryna eaton i get cook,1333124486070198277,2020-11-29 19:03:40,Twitter Web App,1,0,591,neutral
222,bruh get cam eaton tf team,1333124092678053889,2020-11-29 19:02:06,Twitter for iPhone,0,0,377,neutral
223,join preside bishop eaton light candle say prayer first week advent,1333123565688938504,2020-11-29 19:00:00,Twitter Media Studio,75,16,17321,positive
224,join preside bishop eaton light candle say prayer first week adven,1333123562945744896,2020-11-29 19:00:00,Twitter Media Studio,75,22,26426,positive
225,eaton lmao i,1333121373602942977,2020-11-29 18:51:18,Twitter Web App,0,0,333,positive
226,broadmore eaton,1333120842155368449,2020-11-29 18:49:11,Integromat,0,0,0,neutral
227,bww tfw work enough project budget understand assumption section big l,1333120315124232200,2020-11-29 18:47:05,Twitter Web App,3,0,15019,neutral
228,wr sweep hate play call,1333120128024801283,2020-11-29 18:46:21,Twitter for iPhone,1,0,159,negative
229,i legitimately slack jaw,1333119088147750915,2020-11-29 18:42:13,Twitter Web App,19,5,15019,neutral
230,intense horniness movement conservatism can not underestimate,1333118627579633665,2020-11-29 18:40:23,Twitter Web App,3,0,15019,positive
231,they need go need new party normal people not eaton dummy,1333118563356446730,2020-11-29 18:40:08,Twitter for iPhone,2,0,7778,positive
232,don mind sit top moment bloke,1333117984814948354,2020-11-29 18:37:50,Twitter for iPhone,0,0,564,positive
233,eaton bet enjoy watch team sit sissoko cb no striker,1333117799070396417,2020-11-29 18:37:06,Twitter for iPhone,0,0,580,positive
234,literal sense supersede bad flash animation,1333117044116643840,2020-11-29 18:34:06,Twitter Web App,1,0,15019,negative
235,historically fiscal conservatism argument religion christ model individual act,1333116938453725184,2020-11-29 18:33:40,Twitter Web App,2,0,15019,neutral
